Title,Release_Date,Expired_Date,Document_Number,Document_Type,Activity_Code,Clinical_Trials,URL
Discovery and Validation of Novel Targets for Safe and Effective Pain Treatment (R21 Clinical Trial Not Allowed),9/19/2018,11/13/2019,RFA-NS-18-042,RFA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-18-042.html
Discovery and Validation of Novel Targets for Safe and Effective Pain Treatment (R01 Clinical Trial Not Allowed),9/19/2018,11/13/2019,RFA-NS-18-043,RFA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-18-043.html
Loyalty and Reward-Based Technologies to Increase Adherence to Substance Use Disorder Pharmacotherapies (R41/R42 - Clinical Trial Optional),9/19/2018,12/15/2018,RFA-DA-19-015,RFA,R41/R42,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-19-015.html
Loyalty and Reward-Based Technologies to Increase Adherence to Substance Use Disorder Pharmacotherapies (R43/R44 - Clinical Trial Optional),9/19/2018,12/15/2018,RFA-DA-19-014,RFA,R43/R44,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-19-014.html
NIDCR Award for Sustaining Outstanding Achievement in Research (SOAR) (R35 Clinical Trial Not Allowed),9/18/2018,12/6/2018,RFA-DE-19-005,RFA,R35,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DE-19-005.html
Responding to Opioid Use Disorders (OUD) in Tribal Communities in the Context of SAMHSA and CDC Funding (R61/R33 - Clinical Trials Optional),9/18/2018,11/30/2018,RFA-DA-19-013,RFA,R61/R33,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-19-013.html
Primary Caregiver Technical Assistance Supplements (PCTAS) (Clinical Trial Optional Admin Supp),9/18/2018,4/2/2021,PA-18-926,PA,(Admin_Supp),Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-926.html
Novel Mechanism Research on Neuropsychiatric Symptoms (NPS) in Alzheimers Dementia (R01 Clinical Trial Optional),9/18/2018,3/20/2019,RFA-MH-19-510,RFA,R01,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-19-510.html
Novel Mechanism Research on Neuropsychiatric Symptoms (NPS) in Alzheimers Dementia (R21 Clinical Trial Optional),9/18/2018,3/20/2019,RFA-MH-19-511,RFA,R21,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-19-511.html
Limited Competition for the Continuation of the Childhood Liver Disease Research Network (ChiLDReN) Clinical Centers (U01 Clinical Trial Required),9/18/2018,11/21/2018,RFA-DK-18-501,RFA,U01,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-18-501.html
Limited Competition for the Continuation of the Childhood Liver Disease Research Network (ChiLDReN) Scientific and Data Coordinating Center (U24 Clinical Trial Optional),9/18/2018,11/21/2018,RFA-DK-18-502,RFA,U24,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-18-502.html
The NCI Predoctoral to Postdoctoral Fellow Transition Award (F99/K00),9/17/2018,2/23/2019,RFA-CA-19-002,RFA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-19-002.html
Planning Grants for Pragmatic Research in Healthcare Settings to Improve Diabetes and Obesity Prevention and Care (R34 Clinical Trial Required),9/17/2018,11/2/2019,PAR-18-924,PAR,R34,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-924.html
Characterization of Mycobacterial Induced Immunity in HIV-infected and Uninfected Individuals (R21 Clinical Trial Not Allowed),9/17/2018,1/15/2021,PAR-18-923,PAR,R21,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-923.html
Pragmatic Research in Healthcare Settings to Improve Diabetes and Obesity Prevention and Care (R18 Clinical Trial Required),9/17/2018,11/2/2019,PAR-18-925,PAR,R18,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-925.html
Cancer Prevention Clinical Trials Network (CP-CTNet): CP-CTNet Sites (UG1 Clinical Trial Required),9/14/2018,11/16/2018,RFA-CA-18-029,RFA,UG1,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-18-029.html
"Cancer Prevention Clinical Trials Network (CP-CTNet): Data Management, Auditing, and Coordinating Center (DMACC)  (U24 Clinical Trials Required)",9/14/2018,11/16/2018,RFA-CA-18-030,RFA,U24,Required_Infrastructure,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-18-030.html
Limited Competition for the Continuation of the Symptoms of Lower Urinary Tract Dysfunction Research Network (LURN) Research Sites (U01 Clinical Trial Not Allowed),9/14/2018,11/15/2018,RFA-DK-18-510,RFA,U01,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-18-510.html
Limited Competition for the Continuation of the Symptoms of Lower Urinary Tract Dysfunction Research Network (LURN) Data Coordinating Center (U24 Clinical Trial Not Allowed),9/14/2018,11/15/2018,RFA-DK-18-511,RFA,U24,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-18-511.html
Limited Competition for the Continuation of the Multidisciplinary Approach to the Study of Chronic Pelvic Pain (MAPP) Research Network Discovery Sites (U01 Clinical Trial Not Allowed),9/14/2018,11/15/2018,RFA-DK-18-513,RFA,U01,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-18-513.html
Limited Competition for the Continuation of the Multidisciplinary Approach to the Study of Chronic Pelvic Pain (MAPP) Research Network Data Coordinating Core (DCC) (U24 Clinical Trial Not Allowed),9/14/2018,11/15/2018,RFA-DK-18-514,RFA,U24,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-18-514.html
Limited Competition for the Continuation of the Multidisciplinary Approach to the Study of Chronic Pelvic Pain (MAPP) Research Network Tissue and Technology Core (TATC) (U24 Clinical Trial Not Allowed),9/14/2018,11/15/2018,RFA-DK-18-515,RFA,U24,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-18-515.html
Screening and Management of Unhealthy Alcohol Use in Primary Care: Dissemination and Implementation of PCOR Evidence (R18),9/13/2018,1/18/2019,RFA-HS-18-002,RFA,R18,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-HS-18-002.html
NIH Blueprint Program for Enhancing Neuroscience Diversity through Undergraduate Research Education Experiences (R25),9/13/2018,2/16/2019,RFA-NS-19-007,RFA,R25,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-19-007.html
Ancillary Studies to the NIDDK Inflammatory Bowel Disease Genetics Consortium (R01- Clinical Trial Optional),9/12/2018,2/22/2019,RFA-DK-18-017,RFA,R01,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-18-017.html
NCCIH Supplements to NCATS CTSA Programs for Scholars Pursuing Complementary Health Research Career Development (Admin Supp Clinical Trial Optional),9/12/2018,12/2/2018,PA-18-920,PA,(Admin_Supp),Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-920.html
Quantitative Imaging Tools and Methods for Cancer Response Assessment (R01 Clinical Trial Optional),9/12/2018,5/8/2020,PAR-18-919,PAR,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-919.html
Clinician-Scientists Transdisciplinary Aging Research (Clin-STAR) Coordinating Center: Synergizing Career Development toward Improved Care of Older Adults across Specialties and Disciplines (U24 - Clinical Trial Optional),9/11/2018,2/5/2019,RFA-AG-19-024,RFA,U24,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-19-024.html
Fusion Oncoproteins in Childhood Cancers (FusOnC2) Consortium (U54 Clinical Trial Not Allowed),9/11/2018,12/8/2018,RFA-CA-19-016,RFA,U54,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-19-016.html
Communication and Decision Making for Individuals with Inherited Cancer Syndromes (U01 Clinical Trial Optional).,9/10/2018,1/10/2019,RFA-CA-19-001,RFA,U01,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-19-001.html
Imaging - Science Track Award for Research Transition (I/START) (R03 Clinical Trial Optional),9/10/2018,9/8/2021,PAR-18-918,PAR,R03,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-918.html
Developing the Therapeutic Potential of the Endocannabinoid System for Pain Treatment (R01 - Clinical Trial Optional),9/10/2018,9/8/2021,PA-18-917,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-917.html
AIDS-Science Track Award for Research Transition (R03 Clinical Trial Optional),9/10/2018,9/8/2021,PA-18-916,PA,R03,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-916.html
HIV/AIDS High Priority Drug Abuse Research (R01 Clinical Trial Optional),9/10/2018,9/8/2021,PAS-18-915,PAS,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAS-18-915.html
Modeling HIV Neuropathology Using Microglia from Human iPSC and Cerebral Organoids (R01 Clinical Trial Not Allowed),9/7/2018,12/19/2018,RFA-DA-19-009,RFA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-19-009.html
Modeling HIV Neuropathology Using Microglia from Human iPSC and Cerebral Organoids (R21-Clinical Trials Not Allowed),9/7/2018,12/19/2018,RFA-DA-19-010,RFA,R21,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-19-010.html
Supplements to Advance Research (STAR) from Projects to Programs (Admin Supp)- Clinical Trial Not Allowed,9/7/2018,4/6/2021,PA-18-914,PA,(Admin_Supp),Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-914.html
Utilizing the PLCO Biospecimens Resource to Bridge Gaps in Cancer Etiology and Early Detection Research (U01 Clinical Trial Not Allowed),9/7/2018,8/12/2021,PAR-18-913,PAR,U01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-913.html
U.S. - India Collaborative Vision Research Program (R01 Clinical Trial Not Allowed),9/7/2018,11/10/2020,PAR-18-912,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-912.html
Feasibility Studies to Build Collaborative Partnerships in Cancer Research (P20 Clinical Trial Not Allowed),9/5/2018,11/14/2020,PAR-18-911,PAR,P20,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-911.html
Limited Competition for NIH-Industry Program: Discovering New Therapeutic Uses for Existing Molecules (U01) (Clinical Trial Required),8/31/2018,8/27/2021,PAR-18-910,PAR,U01,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-18-910.html
Pre-application for the NIH-Industry Program: Discovering New Therapeutic Uses for Existing Molecules (X02 Clinical Trials Not Allowed),8/31/2018,3/5/2021,PAR-18-909,PAR,X02,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-909.html
Virtual Consortium for Translational/Transdisciplinary Environmental Research (ViCTER) (R01 Clinical Trial Optional),8/31/2018,12/2/2020,RFA-ES-18-007,RFA,R01,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-ES-18-007.html
Limited Competition for the Continuation of Cure Glomerulonephropathy (CureGN) Participating Clinical Centers (U01 Clinical Trial Not Allowed),8/30/2018,11/22/2018,RFA-DK-18-503,RFA,U01,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-18-503.html
Limited Competition for the Continuation of Cure Glomerulonephropathy (CureGN) Data Coordinating Center (U24 Clinical Trial Not Allowed),8/30/2018,11/22/2018,RFA-DK-18-504,RFA,U24,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-18-504.html
Maintain and Enrich Resource Infrastructure for Existing Environmental Epidemiology Cohorts (R24 Clinical Trial Not Allowed),8/30/2018,10/10/2020,RFA-ES-18-009,RFA,R24,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-ES-18-009.html
BRAIN Initiative: Team-Research BRAIN Circuit Programs - TeamBCP (U19 Clinical Trial Required),8/29/2018,10/31/2020,RFA-NS-19-002,RFA,U19,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-19-002.html
New Computational Methods for Understanding the Functional Role of DNA Variants that are Associated with Mental Disorders (R01 Clinical Trial Not Allowed),8/29/2018,1/8/2022,PA-18-908,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-908.html
New Computational Methods for Understanding the Functional Role of DNA Variants that are Associated with Mental Disorders (R01 (Collab) Clinical Trial Not Allowed),8/29/2018,1/8/2022,PA-18-907,PA,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-907.html
Prevention of HPV-related Cancers in HIV-infected individuals: United States-Latin American-Caribbean Clinical Trials Network: Partnership Centers (U54 Clinical Trial Required),8/28/2018,11/16/2018,RFA-CA-18-018,RFA,U54,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-18-018.html
BRAIN Initiative: Research Opportunities Using Invasive Neural Recording and Stimulating Technologies in the Human Brain (U01 Clinical Trial Required),8/28/2018,10/20/2020,RFA-NS-19-001,RFA,U01,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-19-001.html
Improving Smoking Cessation Interventions among People Living with HIV (R21 Clinical Trial Optional),8/24/2018,1/9/2019,RFA-CA-18-028,RFA,R21,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-18-028.html
Improving Smoking Cessation Interventions among People Living with HIV (R01 Clinical Trial Optional),8/24/2018,1/9/2019,RFA-CA-18-027,RFA,R01,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-18-027.html
Research Supplements to Promote Diversity in Health-Related Research (Admin Supp - Clinical Trial Not Allowed),8/22/2018,9/8/2021,PA-18-906,PA,(Admin_Supp),Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-18-906.html
Leveraging Electronic Medical Records for Psychiatric Genetic Research (R01 Clinical Trial Not Allowed),8/16/2018,9/8/2021,PAR-18-904,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-904.html
Leveraging Electronic Medical Records for Psychiatric Genetic Research (R01 (Collab) Clinical Trial Not Allowed),8/16/2018,9/8/2021,PAR-18-905,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-905.html
"Research Network on Telomeres as Sentinels of Environmental Exposures, Psychosocial Stress, and Disease Susceptibility (U24 Clinical Trial Not Allowed)",8/15/2018,12/4/2018,RFA-AG-19-022,RFA,U24,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-19-022.html
"Telomeres as Sentinels of Environmental Exposures, Psychosocial Stress, and Disease Susceptibility: A Methods Comparison Study (U01 Clinical Trial Optional)",8/15/2018,12/4/2018,RFA-AG-19-023,RFA,U01,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-19-023.html
Pilot and Feasibility Clinical and Translational Research Studies in Digestive Diseases and Nutrition (R21 Clinical Trial Optional),8/14/2018,9/8/2021,PA-18-903,PA,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-903.html
Advancing Translational and Clinical Probiotic/Prebiotic and Human Microbiome Research (R01 Clinical Trial Optional),8/14/2018,9/8/2021,PA-18-902,PA,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-902.html
"Chronic, Non-Communicable Diseases and Disorders Across the Lifespan: Fogarty International Research Training Award (NCD-LIFESPAN) (D43)(Clinical Trial Optional)",8/13/2018,11/14/2020,PAR-18-901,PAR,D43,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-901.html
Pediatric Immunotherapy Discovery and Development Network (PI-DDN)(U54 - Clinical Trial Not Allowed),8/13/2018,12/18/2018,RFA-CA-19-003,RFA,U54,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-19-003.html
Pediatric Immunotherapy Discovery and Development Network (PI-DDN)(U01 - No Clinical Trial Allowed),8/13/2018,12/18/2018,RFA-CA-19-004,RFA,U01,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-19-004.html
Approaches to Identify and Care for Individuals with Inherited Cancer Syndromes (U01 Clinical Trial Required),8/10/2018,1/10/2019,RFA-CA-19-017,RFA,U01,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-19-017.html
Pre-Application: Research Innovation for Scientific Knowledge (RISK) for Musculoskeletal Diseases (X02 Clinical Trial Not Allowed),8/10/2018,7/4/2019,PAR-18-900,PAR,X02,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-900.html
Pre-Application: Research Innovation for Scientific Knowledge (RISK) for Skin and Rheumatic Diseases (X02 Clinical Trial Not Allowed),8/10/2018,7/4/2019,PAR-18-899,PAR,X02,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-899.html
Human Islet Research Network - Consortium on Human Islet Biomimetics (HIRN-CHIB) (UG3/UH3 Clinical Trial Not Allowed),8/10/2018,12/12/2018,RFA-DK-18-011,RFA,UG3/UH3,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-18-011.html
NLM Research Grants in Biomedical Informatics and Data Science (R01 Clinical Trial Optional),8/9/2018,9/8/2021,PAR-18-896,PAR,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-896.html
Computationally-Defined Behaviors in Psychiatry (R21 Clinical Trial Optional),8/9/2018,11/21/2020,RFA-MH-19-240,RFA,R21,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-19-240.html
Limited Competition: AIDS and Cancer Specimen Resource (ACSR)(UM1 Clinical Trials Not Allowed),8/9/2018,11/16/2018,RFA-CA-18-012,RFA,UM1,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-18-012.html
Elucidating the Role of the Autonomic Nervous System in Peripheral Metabolism and Metabolic Disease through the Application of Novel Tools and Methodologies (RC2 Clinical Trial Optional),8/9/2018,6/2/2021,PAR-18-898,PAR,RC2,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-898.html
Clinical Trial on Effects of Statins in Older Adults without Clinical Cardiovascular Disease (U19 Clinical Trial Required),8/8/2018,12/18/2018,RFA-AG-19-020,RFA,U19,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-19-020.html
CNS-Targeted Drug Delivery Strategies for HIV (R01 Clinical Trial Not Allowed),8/8/2018,1/8/2021,PAR-18-895,PAR,R01,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-895.html
Mental Health Research Dissertation Grant to Enhance Workforce Diversity (R36 Independent Clinical Trial  Not Allowed),8/8/2018,5/8/2021,PAR-18-894,PAR,R36,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-18-894.html
Physical Activity and Weight Control Interventions Among Cancer Survivors: Effects on Biomarkers of Prognosis and Survival (R21 Clinical Trial Optional),8/7/2018,9/8/2021,PAR-18-892,PAR,R21,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-892.html
Physical Activity and Weight Control Interventions Among Cancer Survivors: Effects on Biomarkers of Prognosis and Survival (R01 Clinical Trial Optional),8/7/2018,9/8/2021,PAR-18-893,PAR,R01,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-18-893.html
Elucidating the Role of the Autonomic Nervous System in Peripheral Metabolism and Metabolic Disease through the Application of Novel Tools and Methodologies (RC2 Clinical Trial Optional),8/7/2018,6/2/2021,PA-18-891,PA,RC2,Optional,https://grants.nih.gov/grants/guide/pa-files/PA-18-891.html
